company,year,asset/equity,cash&equi_to_asset,a/w,size,asset/lia,industry
GCB,2016.0,1.983313866694463,0.1365735217326573,1181760222.79,25.152950755205584,2.0169692850581162,Tiện ích Cộng đồng
GCB,2017.0,1.8813584504263867,0.062475632988938386,1156012727.238028,25.130922493910965,2.134612142785057,Tiện ích Cộng đồng
GCB,2018.0,1.7590711613405483,0.0495185796948272,1087121863.4614086,25.06947942575601,2.317399541610779,Tiện ích Cộng đồng
GCB,2019.0,1.7061167397832901,0.06442996310798728,1003393328.5542254,24.989333298207956,2.4161964214400355,Tiện ích Cộng đồng
GCB,2020.0,1.6086937528512386,0.06481428617036859,920731468.8422536,24.90335886398795,2.6428622691062755,Tiện ích Cộng đồng
GCB,2021.0,1.4343119081427491,0.07444790515084797,768850385.8107042,24.723086828787793,3.3024927045549055,Tiện ích Cộng đồng
GCB,2022.0,1.2542749786714338,0.29160771632630444,684967935.887324,24.60756246326919,4.932750305299089,Tiện ích Cộng đồng
GCB,2023.0,5.972499540070678,0.04580051226271983,3505187739.729577,26.240189796447417,1.20110610206025,Tiện ích Cộng đồng
GCB,2024.0,5.491166406994371,0.10915149945364615,3433677194.090704,26.21957746916292,1.2226593070438536,Tiện ích Cộng đồng
GCC,2016.0,1.3591115811639212,0.29158362783158864,800804215.6772413,24.967035168952584,3.7846498204231884,Hàng Tiêu dùng
GCC,2017.0,1.335974919756664,0.3372036452011872,765537878.9816091,24.92199737317441,3.976412646289993,Hàng Tiêu dùng
GCC,2018.0,1.3578274586601649,0.06606802486848697,736450249.4898851,24.88326036034365,3.794642992866898,Hàng Tiêu dùng
GCC,2019.0,1.3478978970710904,0.030576768632377817,709752947.7701149,24.846335625230815,3.8744065670384233,Hàng Tiêu dùng
GCC,2020.0,1.2844538213986523,0.04301875418860976,637787576.8189656,24.739423952846536,4.515509108237762,Hàng Tiêu dùng
GCC,2021.0,1.338723435607978,0.041862090639481146,574053666.8271264,24.634141564802455,3.952261033267717,Hàng Tiêu dùng
GCC,2022.0,1.3848467432323508,0.046101416688359535,500684546.1103448,24.49739493093248,3.5984369559709406,Hàng Tiêu dùng
GCF,2022.0,1.499638142578526,0.014007991024989144,364709016.81865674,26.404209648589454,3.0014484779709045,Hàng Tiêu dùng
GCF,2023.0,1.80400199256307,0.015641574801169345,455202449.16300994,26.62585209035445,2.2437780120570476,Hàng Tiêu dùng
GCF,2024.0,1.81517472565857,0.02236017018433292,476485222.7332089,26.671546537656827,2.226730869498084,Hàng Tiêu dùng
GDA,2016.0,4.047502351835995,0.020035602723966137,1376642565.6863492,28.329105163035514,1.328137564651112,Nguyên vật liệu
GDA,2017.0,3.1583882573436233,0.056116120849612705,1957265804.8539724,28.681006053453196,1.4633086733110392,Nguyên vật liệu
GDA,2018.0,3.88851219482466,0.01714133132590747,3607623418.0263906,29.2925067742408,1.346198988459075,Nguyên vật liệu
GDA,2019.0,4.75022280579097,0.019104941770452036,4385109447.972945,29.48767213679056,1.2666508236406202,Nguyên vật liệu
GDA,2020.0,3.850363152375892,0.02260036954953998,3553743424.6780887,29.27745908538148,1.3508324892449088,Nguyên vật liệu
GDA,2021.0,3.4396921092951724,0.04543769652494514,3538907117.9051504,29.273275507374073,1.4098877871474116,Nguyên vật liệu
GDA,2022.0,3.6640825896617653,0.04303876571648744,5197855055.636712,29.65770360283856,1.375363738301732,Nguyên vật liệu
GDA,2023.0,2.988379081074566,0.08052108709293447,4093985510.8116164,29.418976499754198,1.5029222091089276,Nguyên vật liệu
GDA,2024.0,3.1890809549156494,0.10342624327460466,4506155722.138787,29.51490195190313,1.456812708435688,Nguyên vật liệu
GDT,2016.0,1.3358401795311041,0.014738906516607529,371296946.1200907,26.04424750343986,3.977606793196058,Hàng Tiêu dùng
GDT,2017.0,1.4158888668184872,0.010927608427387837,463027196.5306715,26.265031159289293,3.404488505907627,Hàng Tiêu dùng
GDT,2018.0,1.3675230191159913,0.0021190245852396204,426234634.17286754,26.18223534620809,3.720918005096157,Hàng Tiêu dùng
GDT,2019.0,1.3293278715852137,0.04928797753526236,405670319.6224138,26.132786176221607,4.036487604849595,Hàng Tiêu dùng
GDT,2020.0,1.3918256735147883,0.02242226071893373,442920487.86555356,26.220635635426145,3.5521553782571593,Hàng Tiêu dùng
GDT,2021.0,1.4743469991019444,0.0022488322350778323,448809712.583775,26.233844362324994,3.108161328928497,Hàng Tiêu dùng
GDT,2022.0,1.4354756791982937,0.022310520423248374,414843963.1916516,26.15514782434016,3.296339492118113,Hàng Tiêu dùng
